"The findings have informed briefing material for Ofsted inspectors, been used to develop material for schools, and led to schools developing new curriculum based support and peer mentoring.",ref,social_impact
The research has also extended the understanding of the emerging issues and helped inform national debate and public discourse.,ref,social_impact
"The teachers' improved confidence and skills lead to greater motivation and engagement by their students, delivering the main impacts which are improvements in education and the learning of second languages.",ref,social_impact
"Primary investigations into this murderous trade, led by Dr Paul Newton at the University of Oxford's Centre for Tropical Medicine, have prompted criminal investigations, drug trafficking arrests, intervention from the World Health Organization, and have also led to the establishment of new screening facilities and mobile screening technology in affected areas.",ref,social_impact
RAE impact analysis has influenced policy (eg on the teaching /research nexus) in the UK and elsewhere) and staff behaviour.,ref,social_impact
The research has had the following impacts: sexual health policy has been influenced; the delivery of sexual health service has changed; guidelines have been informed; practitioners have used the research findings; new clinical processes have been adopted; professional training has been influenced by the research; and industry has invested in research.,ref,social_impact
The outputs have also been used to inform Social Housing policy development.,ref,social_impact
"This awareness informed EPSU's 2009 Congress decisions, which prioritised future social services social dialogue work.",ref,social_impact
Enriching the practice of teachers in 17 schools in Kent.,ref,social_impact
"The project induced policy change in the British Council's Shakespeare World Wide Classroom project as well as with the Hong Kong Education Bureau, influencing curriculum and informing cultural content regarding race, gender, sexuality, class and colonialism.",ref,social_impact
"The research has raised awareness amongst stakeholders of how governance of the river Thames has changed since 1960, the impact on the environment and on public participation.",ref,social_impact
"Preliminary results show a reduction in drug and alcohol harm amongst participants including a drop in binge drinking, reduced cannabis use, increased search for help and greater harm reduction knowledge.",ref,social_impact
"University of Salford researchers have developed a community-based research method to capture the viewpoints of, and more valid and reliable data about, migrant and nomadic groups, who experience barriers to social inclusion, demonstrating the following impact: Supporting local authorities in fulfilling their statutory duties regarding the accommodation needs of Gypsies and Travellers; Addressing a broad range of social needs affecting various migrant communities, particularly those from Eastern Europe and the problems facing Roma communities in six European countries; Reducing exclusion, improving cohesion and improving life chances.",ref,social_impact
This research led to the development of the In My Shoes (IMS) computer program which is now widely used for interviewing children (for example in cases of child abuse) in local authorities across the UK.,ref,social_impact
"In Europe, the research informed the European Commission's Safer Internet Programme's work on industry guidance, safety tools and awareness campaigns, shifting the emphasis from protecting children to empowering them to use the internet safely and with confidence.",ref,social_impact
Policy and practical initiatives around the world draw on the methodology and findings of the research.,ref,social_impact
"It has provided the blue-print for a coherent approach to the development, monitoring and evaluation of children's rights at European level.",ref,social_impact
"In doing so, it has directly influenced the way in which laws and policies are formulated by the European institutions, towards more explicit, meaningful engagement with children.",ref,social_impact
"In particular, the authors' comprehensive development of a detailed set of EU children's rights indicators and child rights mainstreaming methodology have been endorsed by the European institutions and NGO sector as mechanisms central to monitoring the compatibility of European measures with international children's rights obligations.",ref,social_impact
"Interventions through publications, workshops, committee membership and consultancy have helped to shape developments for many years.",ref,social_impact
"The research has had educational impact on visitors to these two museum facilities, including large numbers of school children, the general public, and archaeology and museum professionals, and on individual volunteers who have worked on the sites.",ref,social_impact
"This involvement has led to changes in guidelines, international standards, the development of best practice documents, and new products in both healthcare and the rail industry in both the UK and worldwide, particularly the US.",ref,social_impact
This evidence has been used to inform the development of road safety interventions and tools/guidelines for communication in civil emergencies.,ref,social_impact
"Evidence has been integrated into the road safety policy and interventions of local government, and into government guidance on communicating during civil emergencies.",ref,social_impact
"The work has (1) contributed to outlining a new democratic agenda for the British Left, (2) shaped a reorientation of the policy agenda of the Institute for Public Policy Research, one of Britain's leading think tanks (3) influenced discussions in the Labour Party, especially Ed Miliband's `One Nation project', and (4) informed the on-going Collins Review of the Labour Party's organisational structure.",ref,social_impact
"Research carried out at the University of Oxford's Centre on Migration Policy and Society (COMPAS) and disseminated through an accessible multimedia website, `The Migration Observatory', has transformed public and policy debate on migration and changed the practices of government departments, media, and third-sector organizations regarding migration data.",ref,social_impact
"The impact case study concerns the use of these small area predictions to develop disease-level predictions for some 8,000 GPs in England and so to produce a funding formula for use in primary care that has informed the allocation of billions of pounds of NHS money.",ref,social_impact
"This has informed and impacted on political debate and policy-making, and in turn has led to an increased public understanding and awareness of how to benchmark and interpret election outcomes.",ref,social_impact
"This has delivered significant improvements to public transport service delivery, shaped the roll-out of government transport policy and produced direct stimulus for the development of new public transport ticketing products and practices.",ref,social_impact
This research into rich donors in the UK has impacted on the policies of both governmental and non-governmental bodies.,ref,social_impact
"UNICEF, the World Bank, Plan International, and Save the Children International, among others, are using Young Lives research to design childhood poverty-reduction policies in the Post-2015 Development Agenda.",ref,social_impact
A research gap on inequalities in the risk of oral cancer in the English South Asian population led to an evidence synthesis exercise being carried out by the National Institute for Health and Care Excellence (NICE) and the formulation of a new public health guideline.,ref,social_impact
"The core competences for genetic nurses and counsellors are now being used as the foundation for genetic nursing and genetic counselling profession in Europe, to improve standards of patient care.",ref,social_impact
"The research resulted in the distribution of a free modelling software package to decision-makers throughout the South West region and has had policy impacts in terms of the influence of advice, data, and reports provided to a range of organisations including the South West Regional Development Agency, Plymouth City Council, and several other local councils and private sector decision-makers.",ref,social_impact
The exploration and analysis of public injecting activity has impacted upon the policy and practice of all three DAATs.,ref,social_impact
"The research has led to the improved management of an environmental risk and hazard, impacted upon the planning of drug support services, and led to a change in strategy amongst drug agencies in the three locations.",ref,social_impact
The impacts take the form of a new and improved shortlisting methodology and model for selection centre recruitment at a national level.,ref,social_impact
The research has impacted upon children and schools through developing outdoor learning approaches and schools making changes to the school physical environment to support learning.,ref,social_impact
It has also impacted upon practitioners and their practices and influenced the review of outdoor learning curriculum in Victoria (Australia).,ref,social_impact
"The case study focuses on the work of Professor Kevin Jefferys, whose high profile research into twentieth-century political leaders, UK politics and its linkage with public policy, has informed Government and stakeholders of the 2012 Olympics in decision-making processes relating to its post-2012 legacy, through his invitation by History and Policy at King's College, University of London to present his research to the Department of Culture, Media and Sport, Sport England, and 10 Downing Street.",ref,social_impact
"This research on those with Intellectual and Developmental Disabilities (IDD) who exhibit challenging and/or criminal behaviour has impacted on public policy, professional practice, and carers' and service users' quality of life, both in the UK and internationally (e.g.",ref,social_impact
"Framed as a series of `Operating Systems' this research contributes to the strategic activities of not-for-profit, public, private and community sectors, including Arts Council England, Plymouth City Council, UNESCO Biosphere and World Heritage Sites.",ref,social_impact
"Locally, this has significantly improved the quality of life for one individual and changed the attitudes of hospital staff.",ref,social_impact
"This research on deinstitutionalisation and high quality community-based services has helped transform the political and public debate, informing the management of services and improving the quality of life of people with intellectual and developmental disabilities (IDD) by changing the practices and attitudes of staff.",ref,social_impact
It has led to people leading more active and fulfilling lives and experiencing more choice and control.,ref,social_impact
"This work has had an influence on public policy, in particular by influencing government bodies in Norway, the United States, and Australia, and on business and industry.",ref,social_impact
"It has had a major impact on debates which led in Japan in 2010 and 2011 to the most significant policy changes in the past sixty-five years in relation to the care and treatment of all looked-after children (in Japan currently numbering around 40,000).",ref,social_impact
"Hewstone's theory and research on intergroup contact has made two major contributions to UK policy on social integration: (1) Promoting community cohesion between different ethnic groups; for example, by providing a guiding principle for policy documents and survey items for the Citizenship Survey prepared by Department of Communities and Local Government (DCLG).",ref,social_impact
"He has affected policy, notably proposals for a gay marriage bill and legislation against homophobia, by advising policymakers.",ref,social_impact
"This case study presents two internationally recognised research-led groups - Phantasm and the Choir of New College, Oxford - whose work offers strong examples of social and cultural impact, including: a significant contribution to public understanding of English and European musical and cultural heritage; increased public access to previously inaccessible repertories; contribution to the local economy and tourism industry in Oxford; and the provision of unique educative opportunities for instrumentalists and singers.",ref,social_impact
"In the UK, at least three Stop Smoking Services have incorporated age-appearance morphing programmes into their practice as a direct result of workshops on our research findings, and the Operation Smokestorm smoking prevention initiative (used by more than 100 schools across the UK) uses our research findings as part of the rationale for focusing on the appearance-damaging effects of smoking in the intervention.",ref,social_impact
"Research identifying risks from HIV/AIDS (21.7%) and alcohol overuse (1.2 litres of beer nightly) has had different forms of impact: the implementation of i) an educational and industry skills training programme &#8212; Hotel Apprenticeship Program (HAP) reaching 30 women who reported changes in awareness of health risks (how HIV/AIDS is transmitted and the effect of alcohol overuse on health) and behaviour change (zero alcohol consumption and no longer engaging in indirect sex work), ii) a peer educator outreach programme reaching over 10,600 people in the Siem Reap community and iii) raising public and brewers awareness of beer sellers` health risks through websites (over 51,900 visits).",ref,social_impact
The project: Used drama to open up for discussion by young people and teachers a sensitive topic which can be difficult to approach in classes or other public spaces Contributed to a government policy intervening in a serious social and political issue,ref,social_impact
"As a result, Midgley's research has both played a crucial role in initiating and shaping local projects to commemorate pioneering British feminists and abolitionists of local, national and global significance, whilst also influencing national policy on preserving and presenting historic sites associated with women's history.",ref,social_impact
"Through sixth-form master classes, A/AS-level and GCSE day conferences, and a magazine article aimed at sixth-formers and their teachers, Stibbe has used his research findings and profile to influence the way that modern German history is understood by school students, taught by school teachers, and presented to school audiences by professional actors, examiners and textbook writers.",ref,social_impact
"Its most direct impacts have been to raise awareness among potential victims, change the attitudes of workers in frontline agencies and inform and shape public and political debate.",ref,social_impact
"Impacts of his research within the UK include his contribution to the UK Government's Foresight Land Use Futures Project (2010), and to current policy discussions on future new housing provision.",ref,social_impact
The second strand of impact is the manner in which this work underpinned the delivery of information literacy teaching programmes for the British Library of Development Studies (BLDS).,ref,social_impact
The research in turn prompted positive responses from the Government Equalities Office and the report of the House of Commons Committee on Racism in Football.,ref,social_impact
"Building on the academic research of staff and post-graduates, the `Walberswick Project' began as a local study, emerging from the general interest in landscape fostered in the UEA School of History by Professor Tom Williamson, and more specifically from Dr Robert Liddiard's expertise in medieval fortifications and their physical setting.",ref,no_social_impact
Such expertise was here refocused on what had previously been the almost totally neglected Second World War anti-invasion landscapes of East Anglia.,ref,no_social_impact
"The realization that an entire world of landscape archaeology was ripe for rediscovery, and that what was true of Suffolk was no less true of the 'Atlantic Wall', stretching from Norway to Spain, has led via the project's website to the delivery of high-quality academic research to organisations charged with managing European heritage.",ref,no_social_impact
The computer technology developed here has fed into further projects that now span the English Channel and several periods of history.,ref,no_social_impact
"Drawing upon her monograph and other (Wellcome Trust supported) publications on the Norwich Great Hospital, Rawcliffe provided the material for a website (www.thegreathospital.ac.uk) designed to bring this unique institution to the attention of a wider public and to enable the Hospital's Trustees to promote and preserve their Grade One listed buildings.",ref,no_social_impact
"Of the various English medieval hospital to have survived the Dissolution of the Monasteries, this is the only one that continues to discharge a charitable function to the present day with its archives and fabric almost intact.",ref,no_social_impact
"Through the AHRC Knowledge Catalyst Scheme, and in partnership with the Trustees of the Great Hospital and the Norwich Heritage and Regeneration Trust (HEART), over &#163;26,800 was raised for the creation of an online resource, complete with video models, to interest and inform schools, tourists, local history groups and to bring the Hospital's unique attraction to the attention of the General public.",ref,no_social_impact
Reducing youth anti-social behaviour and raising young people's educational aspirations are international priorities.,ref,no_social_impact
"The impact through partnerships with a local authority and a charity are also described, involving use of an assessment toolkit called the Emotion, Behaviour, Aspiration Toolkit (eBAT) to address factors that limit the aspirations and social mobility of young people.",ref,no_social_impact
"The work is located in the university's Research Centre for Children Schools and Families, which has become a centre for research on anti-social behaviour: http://www2.gre.ac.uk/about/schools/health/research/healthsocial/ccsf.",ref,no_social_impact
The research described in this case study has had a significant impact on the policy debate on the economic role of independent schools in Britain and what might be learned to improve policy in state education.,ref,no_social_impact
A better understanding of academic privilege is part of the key to understanding social disadvantage.,ref,no_social_impact
"The reach of the impact is mainly in England, and its significance is in encouraging the improvement of educational outcomes in state schools, which can change lives for the better.",ref,no_social_impact
"Based on its internationally recognised reframing of transitional justice (TJ) theory and practice, TJI demonstrates singular influence on the tone, language, framing and outcomes of key debates, policies and advocacy in Northern Ireland (NI) since 2003.",ref,no_social_impact
TJI's critiques of local TJ approaches and our development of the TJ Toolkit have demonstrable global applicability.,ref,no_social_impact
"The impact has been primarily regional, with national and international dimensions.",ref,no_social_impact
Knowledge transfer provided by TJI research has influenced policy and legal change in the regulation of gender norms in conflict and post-conflict settings.,ref,no_social_impact
"The impact is regional, national and international.",ref,no_social_impact
Impacts have benefited a range of users and contributed to growing sensitivity to victims' needs in conflict resolution.,ref,no_social_impact
"First, it has supported and influenced the work of the major NGOs (including Sexuality Policy Watch, and the Bretton Woods Project/Action Aid) in holding development institutions to account on questions of gender equality.",ref,no_social_impact
Augmented reality supplements real-world experience by placing graphics over a live camera feed in real-time.,ref,no_social_impact
"Smartphones are a popular and suitable device (ubiquity, portability, and sensor features).",ref,no_social_impact
However embedded industry practices delivered an inferior experience limiting adoption.,ref,no_social_impact
Maguire's research-informed innovative integration and implementation of visual effects enabled a high-end cinematic experience.,ref,no_social_impact
"The outcomes also expanded the aesthetic and genre of the narrative, sharing user experience and thus reaching significant new user demographics.",ref,no_social_impact
"James Loughlin's peer-reviewed research on the British monarchy's role in Ireland formed the essential basis for Irish state broadcaster's, RT&#201;'s, account of Elizabeth II's historic visit to the Irish Republic in 2011.",ref,no_social_impact
"He was advisor to the programme-makers from inception and his work formed the spine of the resulting documentary, `The Queen and Us'.",ref,no_social_impact
"Audience levels reached 400,000+, including the Queen and Duke of Edinburgh themselves.",ref,no_social_impact
The work spread worldwide via the RT&#201; player.,ref,no_social_impact
Wylie and Seawright's research extends longstanding work in the field of art and conflict at Ulster.,ref,no_social_impact
"Much of this research extends conventional visual responses to conflict by mainstream media agencies and publications, expanding the field by enhancing the long-term documentation of conflict through the production of artworks.",ref,no_social_impact
The researchers' work has focused on: a) post-genocide diaspora groups emphasizing the transformative effects of new social networking facilities; b) professional standards in conflict resolution practice; and c) power-sharing arrangements addressing gaps in minority-group representation.,ref,no_social_impact
This impact case study describes the development and application of models of training and performance in elite cycling.,ref,no_social_impact
"These models have been used by elite medal winning teams in their search for competitive advantage in the UK (by British Cycling and British Triathlon, including the GB Olympic Cycling and British Triathlon Teams and the British Paralympic Team) and internationally (by the Australian Institute of Sport).",ref,no_social_impact
"The adoption of the underlying algorithms for the `Wattbike' software has given our work a wider impact on sports practice and training methods, and it has been adapted for the `Map My Tracks' website which is used by sports enthusiasts worldwide.",ref,no_social_impact
Research by Dr Sakis Pappous on the legacy of the Athens 2004 Olympic Games in Greece has challenged conventional wisdom that sporting mega-events automatically lead to health benefits for the host population via a supposed increase in grassroots participation in sports and physical activity.,ref,no_social_impact
"These findings were reviewed by the British Medical Journal (BMJ) and mainstream British media (e.g., BBC and The Guardian) to stimulate and inform public debate on the health legacy of London 2012.",ref,no_social_impact
"International policy makers informed and influenced by Pappous's findings include the Nigerian Minister of Sports and the Vice Director of the Colombian Department for Sport, Physical Activity and Leisure (COLDEPORTES).",ref,no_social_impact
"As a direct consequence of Pappous's findings, they now acknowledge that a broader strategy promoting an active lifestyle must be implemented if any sporting excitement caused by a mega-event is to sustain sports participation.",ref,no_social_impact
Greenfoot is a software system to support the learning of programming at school level (age 13 upwards).,ref,no_social_impact
"During the REF period, over a million students worldwide have learned programming through Greenfoot: at school, in after school clubs and workshops, and privately at home.",ref,no_social_impact
"The research described here has had impact on a variety of stakeholders, including pupils, teachers and those involved in national curriculum development.",ref,no_social_impact
"Greenfoot is currently downloaded more than 350,000 times/year and is in active use in thousands of schools.",ref,no_social_impact
"Greenfoot is one of very few systems, internationally, to have this level of impact on programming education.",ref,no_social_impact
"By challenging previous assumptions about empire, colonialism, migration, and diaspora, Gurnah's writing has influenced educators, educational policymakers, broadcasters and other cultural providers.",ref,no_social_impact
"Since the publication of Paradise (1994), his creative work has led to a paradigmatic shift in post-empire geography and history through which Indian Ocean studies and a global Islamic narrative have become newly visible.",ref,no_social_impact
"Festival organisers, students at all levels, and the international reading public have had their horizons expanded by his vision.",ref,no_social_impact
The Centre for Medieval and Early Modern Studies (MEMS) actively promotes cross-sector collaboration and exchange with cultural institutions outside Higher Education.,ref,no_social_impact
It is used widely as a teaching aid for undergraduates and research postgraduates and provides the general public with accurate information on prescription drug action.,ref,no_social_impact
"`Radical Distrust' anticipated the Arab Spring, serving to enhance the visibility and significance of the pro-democracy momentum linked to the arts in the period just prior to the uprisings.",ref,no_social_impact
"The programme generated data of historical importance for this key moment, and brought the cultural self-analyses of regional intellectuals to new audiences.",ref,no_social_impact
It has been and continues to be a catalyst for multiple audiences in coming to terms with a new Middle East in the making.,ref,no_social_impact
This has involved a scaling up of his impact activities that were based in Gonies (Crete) to include both national policy-makers and international organisations.,ref,no_social_impact
His CPD (Continuing Professional Development) courses have reached out to the commercial sector (particularly Leica).,ref,no_social_impact
This impact was generated through articles written for a non-academic audience; public lectures and conference presentations; a report on humanist issues as the centrepiece of parliamentary debate in the House of Lords; and an appearance to discuss humanist perspectives on BBC Radio 4's The Moral Maze.,ref,no_social_impact
"This case study refers to civil society, cultural life, public discourse and education.",ref,no_social_impact
"As an international authority on propaganda and persuasion, David Welch has raised public understanding of this key component of contemporary life across a number of countries through: Acting as lead consultant on three major television series on propaganda and war commissioned by the Canadian Broadcasting Corporation (2010-13).",ref,no_social_impact
"Acting as co-curator and historical consultant for two exhibitions: the United States Holocaust Memorial Museum's `State of Deception: The Power of Nazi Propaganda' (2009) and the British Library's `Propaganda: Power and Persuasion', and author of the accompanying book (2013).",ref,no_social_impact
"Public attention to the museum exhibitions was equally significant with 384,000 people visiting the Holocaust Memorial exhibition in its first year and 68,250 that at the British Library.",ref,no_social_impact
"Reactions to these contributions have been overwhelmingly positive, revealing the reach and significance of the impact.",ref,no_social_impact
"This case study describes the effects of a new performance management system, developed in China and adopted by organisations facing complex management challenges.",ref,no_social_impact
"To date, seven public and private sector organisations have successfully used the `3E' (Effectiveness, Efficacy, and Efficiency) system for tasks as varied as developing performance indicators, improving management communication and designing appraisal systems that work under conditions of rapid growth and change.",ref,no_social_impact
"The participating organisations include the Chinese Academy of Sciences (CAS), Hunan University, Tonsan Adhesives Inc, Xingxiang Insurance, Sun-rivier local government, Liao-ling Plaze hotel and Hua-bao International Holdings.",ref,no_social_impact
"In his work, the sacred refers not necessarily to traditional forms of religious belief, but to whatever people collectively experience as unquestionable moral realities, whose profanation evokes reactions of outrage, disgust and the search for restitution and renewed moral solidarity.",ref,no_social_impact
"In articles for newspapers, blogs for influential websites, and on-line films for use in secondary schools, he has introduced public audiences to this way of thinking about the sacred and shown its relevance for making sense of contemporary cases involving strong public moral emotion.",ref,no_social_impact
These have ranged from the UK phone-hacking scandal to public responses to the mass murders committed by Anders Behring Brievik.,ref,no_social_impact
"His work has been engaged with by a global audience of at least 250,000-300,000 people, and has enabled public audiences both to identify sacred passions in the modern world and to adopt a more self-critical attitude towards instinctive moral reactions.",ref,no_social_impact
"Every week, criminal firesetting in the UK causes 65 casualties or deaths (3,380 per year) and costs &#163;42 million (&#163;2.2 billion per year; Arson Prevention Bureau, 2009).",ref,no_social_impact
"Remarkably, no standardised offender treatment programmes have been developed for this common, costly and tragic offence.",ref,no_social_impact
"Responding to this need, psychologists from the School of Psychology at the University of Kent have recently developed the first empirically informed comprehensive theory of firesetting, and from their theory, they have derived the first standardised treatment programmes for firesetters.",ref,no_social_impact
"Already, the research is being used across the UK and Australia in the training, assessment, and treatment practices of clinical professionals who work with adult firesetters.",ref,no_social_impact
Clinicians in the USA have also been trained in a treatment programme derived from the research.,ref,no_social_impact
"Further, the assessment and treatment programmes developed by our researchers now play a central role in the care, sentence planning and parole decisions for firesetters in the UK.",ref,no_social_impact
This clinical impact was underpinned by a series of unique qualitative and quantitative studies that led to the discovery of female sexual offenders' offence styles and cognitive characteristics.,ref,no_social_impact
It has been used by professionals to enhance their assessment and treatment of female sexual offenders whose specific needs had not previously been identified.,ref,no_social_impact
"The AHRC-funded British Grotowski Project has enhanced international theatre practice and the teaching of theatre in schools, as well as broadening cultural understanding in the UK.",ref,no_social_impact
Many project events took place under the auspices of the Polish government's Polska!,ref,no_social_impact
"Year in the UK and UNESCO's Year of Grotowski, both 2009, which broadened the global impact.",ref,no_social_impact
"As a live performance and on DVD, the work has had impact on: diabetes sufferers diabetes organisations in the UK and the US charity and healthcare professionals Furthermore, within the field of stand-up comedy itself, it has contributed to challenging and broadening the aesthetic possibilities of the form.",ref,no_social_impact
"The AHRC-funded project `Imagining Autism' has had a significant, and in some cases life-changing, impact on the participants and their families, as well as on educational psychologists, charities and experts working in the fields of autism and cognitive functioning.",ref,no_social_impact
"The project has challenged stereotypes and departed from skills-based interventions (which focus narrowly on specific cognitive or social skills, such as counting, or dressing) prevalent in education and health settings, leading to new understandings of the capabilities of a marginalised group.",ref,no_social_impact
This case study is based on research into the Dissolving Boundaries (DB) Programme which uses ICT and face to face contact to address post-conflict mistrust between young people in Northern Ireland (NI) and the Republic of Ireland (ROI).,ref,no_social_impact
"With funding from the Departments of Education in Belfast and Dublin, the programme has been operating in 300 schools since 1999.",ref,no_social_impact
"UNESCO Centre research has impacted on education policy, locally and globally, attracting research grants of more than &#163;6 m in the last decade.",ref,no_social_impact
"Our research into language rights, language and identity, the Irish language in Northern Ireland and minority languages in general has underpinned our collaboration with government in the development of language policy.",ref,no_social_impact
This collaboration has resulted in our participation in a thorough examination of education through the medium of Irish: Review of Irish-Medium Education (RIME) and our development of a comprehensive languages strategy for Northern Ireland: Languages for the Future: Northern Ireland Languages Strategy (NILS).,ref,no_social_impact
The implementation by government of the recommendations contained in these reports has impacted significantly on the community.,ref,no_social_impact
"Major impact will be demonstrated in the area of education, in particular Irish-Medium education (IME), but also in relation to the business sector and social cohesion.",ref,no_social_impact
"The case study addresses the impact of the project `Children Decide: power, participation and purpose in the primary classroom' (2004-6) regarding its two aims: developing collaborative approaches to decision-making in schools, and advancing methodological understanding of children as action researchers.",ref,no_social_impact
The project made a subsequent methodological contribution (children as researchers) to educational evaluation and policy in two international organisations.,ref,no_social_impact
"Community-Based Rehabilitation (CBR) is a strategy for rehabilitation, equalisation of opportunity, poverty reduction and social inclusion of people with disabilities in low and middle income countries.",ref,no_social_impact
"CBR works by establishing community-based programmes which reach into areas that conventional services cannot, such as rural areas in developing countries with limited infrastructure; it is able to do this as programme leadership is not restricted to professionals but also involves the people with disabilities, their families and communities.",ref,no_social_impact
"Hartley has played a significant role in providing the evidence required by governments and NGOs to implement CBR to enable children and adults in developing countries to benefit from improved communication, education and community development.",ref,no_social_impact
"Hartley provided research evidence to help the approach develop from simple rehabilitation to an extensive mix of education, livelihood and empowerment.",ref,no_social_impact
"She fostered regional and global networks of practitioners and researchers, such as the CBR Africa Network, and these capacity building, networking and knowledge exchange activities have ensured that CBR research has had an impact in practice on a global scale.",ref,no_social_impact
We highlighted a flaw in the income measure in analyses used in Government to conclude that disability benefits go to older people without substantial financial needs.,ref,no_social_impact
"Measuring income appropriately, our research showed that recipients of these benefits in fact tend to be on low incomes.",ref,no_social_impact
We were quoted extensively in a Health Select Committee report and elsewhere.,ref,no_social_impact
The policy change has been abandoned.,ref,no_social_impact
The Haydn Scale is an instrument for considering the working atmosphere in classrooms and is used for teacher development by schools and Initial Teacher Education (ITE) providers within and beyond the UK.,ref,no_social_impact
"Within the UK, it is the most widely used instrument for reflecting on and helping to understand deficits in classroom climate, and over the REF period, there is evidence to demonstrate that the scale is used worldwide.",ref,no_social_impact
"Large numbers of teacher educators, heads, teachers and student teachers have found it to be a useful resource in developing understanding of the factors influencing classroom climate and pupil behaviour.",ref,no_social_impact
The impact it describes is threefold.,ref,no_social_impact
"Beneficiaries are local government (Norwich City Council), businesses (Norwich City Football Club), service providers in sensitive domains (law enforcement agencies, legal interpreters), and the general public.",ref,no_social_impact
"The impact is thus on practice and policy in the region, but also, importantly, on public attitudes and cultural assumptions, exemplified by the testimonial from the Head of Equality and Diversity at Norfolk Constabulary.",ref,no_social_impact
The impact is primarily in Public Health.,ref,no_social_impact
"It mainly concerns the adoption of and demand for a speech research technology, Electropalatography (EPG), for clinical diagnosis and treatment of speech disorders.",ref,no_social_impact
"Financial Support from the charitable sector and the NHS for the training of classroom assistants and SLTs in EPG therapy is highlighted, along with user testimonials, unmet demand, and small-scale provision of the therapy.",ref,no_social_impact
Employee relations in Britain have undergone fundamental change in the last three decades.,ref,no_social_impact
"Research by Lewis, Upchurch, Croucher and other colleagues has tracked these changes identifying the decline of collective bargaining and the rise of alternative forms of employee voice.",ref,no_social_impact
Research on the post-apartheid South African labour market showed high levels of economic inactivity among black people concentrated in certain areas and high employee turnover among these groups.,ref,no_social_impact
An integrated development programme was developed in and around Port Elizabeth tailored to address specific failings in labour market supply and demand identified by the research findings.,ref,no_social_impact
The development programme comprising integrated training workshops and employer support is now being rolled out across South Africa.,ref,no_social_impact
There has been a growing interest in the concept of social enterprise - that is organisations that are trading but with a social purpose.,ref,no_social_impact
"This is a novel research area developed by Jane Ireland and colleagues, initially at UCLan and in HM Prison Service.",ref,no_social_impact
It was later extended to NHS secure settings and other sites nationally and internationally.,ref,no_social_impact
"In order to reduce morbidity and mortality from HIV/AIDS, tuberculosis and other chronic diseases, effective and cost-effective interventions to strengthen primary care through in-service nurse training were put in place as standard practice throughout South Africa (population 50 million), based on our research.",ref,no_social_impact
"This programme has so far trained 1500 trainers in all 8 provinces, who in turn have trained 18,000 primary care professionals in 1900 of all 3500 clinics nationally.",ref,no_social_impact
"South Africa, with 5.8 million HIV+ people, and 500,000 newly infected with tuberculosis each year, based its Nurse Initiation and Monitoring of Antiretroviral Treatment policy on our training package and trials.",ref,no_social_impact
"The training methods and materials are also being used in Gambia, Malawi, Brazil and Portugal.",ref,no_social_impact
Impact has been influential in two primary areas: advice and guidance to policy making bodies and training needs for organisations so that design can accommodate industrial needs.,ref,no_social_impact
The visible impact of these activities is the publication of several important reports and the use of the research to support the call for European Directive on the accessibility of public sector bodies' websites and the selection to work with the United Nations Committee on the Rights of Persons with Disabilities.,ref,no_social_impact
"Within the field of `computer ethics', considerations of the design processes required for software development has remained relatively neglected until the foundational work of Dr Penny Duquenoy under the direction of Prof. Harold Thimbleby helped introduce and establish the need for such concerns.",ref,no_social_impact
This has been replicated by the EPSRC who also now include input from ethics experts into their programmes such as the RCUK `Global Uncertainties' initiative.,ref,no_social_impact
This research impacted on two of the most important social and political issues to face western governments: joblessness and homelessness.,ref,no_social_impact
"Twenty photographic images and texts showed and described the circumstances of Big Issue vendors, some rough sleepers and some in temporary accommodation, trying to cope through the worst recession in decades and often feeling ostracized by society.",ref,no_social_impact
"Shown in London and Birmingham and cascaded across the media, it reached a wide audience.",ref,no_social_impact
"Emerging from investigations of social exclusion during the 1990s, the Unit's research into minority rights has led to outputs and consultancy ranging across political participation, identity, rights protection and international criminal law.",ref,no_social_impact
The impact claimed here falls in two main channels.,ref,no_social_impact
"Firstly, research on socio-economic group rights, amplified by Castellino's work as co-chair of the relevant UN delegated group, has made a significant input into the UN Sustainable Development Goals (SDGs) 2015-30.",ref,no_social_impact
Beneficiaries include the public across 194 states who will benefit from implementation of SDGs over their 15 years lifespan; and civil society bodies and their users.,ref,no_social_impact
"This case study refers to the body of survey research evidence on public attitudes to community relations, gathered over a period of two decades in Northern Ireland.",ref,no_social_impact
"The survey results have become ubiquitous within debates and reports within/from government, political parties, journalists, lobbyists and NGOs and as a consequence have had significant and wide-ranging effects on Northern Ireland society.",ref,no_social_impact
"It will also outline the beginnings of similar impact on an international scale: on government education policy and school and university curricula in, for example, Namibia and South Africa, where the underpinning research has been disseminated.",ref,no_social_impact
"Globally, many health research-funding organisations, public and charitable, felt the need to demonstrate to policymakers and the public how their investments in research were benefitting society.",ref,no_social_impact
HERG's research on developing techniques for assessing the payback (or impact) from health research tackled this need.,ref,no_social_impact
"The payback stream of research itself has had significant, wide- reaching and cumulative impacts.",ref,no_social_impact
"Professor Andrew Oswald is a pioneer in the study of the economics of happiness and well-being, demonstrating that employment, gender, age, and bereavement have a significant impact on happiness and giving form and substance to measures that many consider to have been lacking in modern governance.",ref,no_social_impact
Domestic violence affects one in four women in England and Wales and two women are killed each week by their partner or ex-partner.,ref,no_social_impact
It is recognised as an important policy issue and women's non-governmental organisations (NGOs) contribute to policy development at different levels of government.,ref,no_social_impact
